Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Include?,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass identifier,Prey mass (mg),Prey mass source code,Prey mass identifier,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1,,size ratio,cv,numtrials,rangeeaten,prop fully eaten,,'Type2_Rsquare','Type2_AIC','Type2a_lowCI','Type2a_median','Type2a_upCI','Type2h_lowCI','Type2h_median','Type2h_upCI','Type3_Rsquare','Type3_AIC','Type3a_lowCI','Type3a_median','Type3a_upCI','Type3h_lowCI','Type3h_median','Type3h_upCI','Type3q_lowCI','Type3q_median','Type3q_upCI'
1285,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,2wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Ceriodaphnia dubia,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,9.32E-02,Original species length,1,m^3 per pred per day,1290,200,0.52,225.69,8.70E-04,3.49E-04,1.86E-03,2.27E-03,9.97E-04,3.32E-03,,,0,0.59,24,355.35,0,,0.52,225.69,8.70E-04,3.49E-04,1.86E-03,2.27E-03,9.97E-04,3.32E-03,0.55,226.31,8.03E-02,2.39E-06,0.414445918,1.26E-03,8.51E-11,0.003546891,-0.397267478,-0.5,0.499999918
1286,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,3wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Ceriodaphnia dubia,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,9.32E-02,Original species length,1,m^3 per pred per day,1291,200,0.72,247.54,9.17E-04,5.36E-04,1.34E-03,9.94E-04,5.01E-04,1.45E-03,,,0,0.78,24,777.59,0,,0.72,247.54,9.17E-04,5.36E-04,1.34E-03,9.94E-04,5.01E-04,1.45E-03,0.73,249.09,2.47E-06,1.42E-06,0.172157462,1.16E-03,1.63E-10,0.001747437,0.499996455,-0.439261104,0.499999986
1287,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,4wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Ceriodaphnia dubia,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,9.32E-02,Original species length,1,m^3 per pred per day,1292,200,0.77,234.22,5.81E-04,3.18E-04,1.02E-03,8.84E-04,4.09E-04,1.29E-03,,,0,0.76,24,656.68,0,,0.77,234.22,5.81E-04,3.18E-04,1.02E-03,8.84E-04,4.09E-04,1.29E-03,0.78,234.58,1.24E-02,9.96E-07,0.335577064,4.85E-04,3.06E-11,0.001368231,-0.247175951,-0.495683589,0.499999584
1288,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,5wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Ceriodaphnia dubia,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,9.32E-02,Original species length,1,m^3 per pred per day,1293,200,0.51,242.6,1.57E-03,1.17E-03,2.10E-03,6.04E-04,3.92E-04,7.97E-04,,,0,0.56,20,1364.91,0,,0.51,242.6,1.57E-03,1.17E-03,2.10E-03,6.04E-04,3.92E-04,7.97E-04,0.57,242.69,1.82E-06,1.26E-06,2.70E-06,0.000673759,0.000473612,0.000856917,0.49999993,0.499990573,0.499999999
1289,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,6wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Ceriodaphnia dubia,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,9.32E-02,Original species length,1,m^3 per pred per day,1294,200,0.09,231.69,1.03E-02,4.15E-03,4.49E-02,8.52E-04,7.57E-04,9.58E-04,,,0,0.16,20,404.07,0,,0.09,231.69,1.03E-02,4.15E-03,4.49E-02,8.52E-04,7.57E-04,9.58E-04,0.11,234.22,2.97E-05,7.16E-06,13.27734075,0.00083429,0.000605417,0.000944425,0.49999783,-0.499999945,0.499999949
1290,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,2wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Moina macrocopa,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,1.83E-01,Original species length,3,m^3 per pred per day,1295,200,0.5,231.75,1.49E-04,9.25E-05,2.93E-04,1.62E-09,1.87E-11,3.90E-03,,,0,1.05,24,378.54,0,,0.5,231.75,1.49E-04,9.25E-05,2.93E-04,1.62E-09,1.87E-11,3.90E-03,0.51,233.71,1.77E-06,7.16E-08,0.148456175,2.55E-10,2.34E-14,0.002870596,0.304649306,-0.5,0.499999984
1291,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,3wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Moina macrocopa,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,1.83E-01,Original species length,3,m^3 per pred per day,1296,200,0.55,255.1,1.44E-03,8.77E-04,2.17E-03,1.30E-03,6.23E-04,1.76E-03,,,0,0.66,24,675.83,0,,0.55,255.1,1.44E-03,8.77E-04,2.17E-03,1.30E-03,6.23E-04,1.76E-03,0.59,256.21,2.82E-06,1.57E-06,0.029756318,0.001468636,0.00059102,0.001929256,0.499999737,-0.248459203,0.499999983
1292,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,4wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Moina macrocopa,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,1.83E-01,Original species length,3,m^3 per pred per day,1297,200,0.77,215.41,1.03E-03,7.15E-04,1.47E-03,6.06E-04,4.97E-04,7.65E-04,,,0,0.5,20,981.89,0,,0.77,215.41,1.03E-03,7.15E-04,1.47E-03,6.06E-04,4.97E-04,7.65E-04,0.77,217.51,3.69E-04,1.09E-06,0.630422741,6.28E-04,0.000151968,0.000782605,0.066651032,-0.499997328,0.499999972
1293,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,5wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Moina macrocopa,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,1.83E-01,Original species length,3,m^3 per pred per day,1298,200,0.66,253.91,9.84E-04,5.33E-04,1.50E-03,2.74E-04,4.08E-08,4.89E-04,,,0,0.68,20,2117.87,0,,0.66,253.91,9.84E-04,5.33E-04,1.50E-03,2.74E-04,4.08E-08,4.89E-04,0.67,255.96,1.69E-04,1.02E-06,0.235962898,2.92E-04,3.96E-14,0.000574435,0.129541177,-0.417006022,0.499999966
1294,Morales-Ventura et al 2004 J APPL ICHTHYOL,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Atheriniformes,Chirostoma riojai,6wk old larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Moina macrocopa,,2,Mean,1,N,2,25,,2,,5.00E+01,,,,1.83E-01,Original species length,3,m^3 per pred per day,1299,200,0.02,257.2,4.00E-03,1.10E-03,6.73E-02,5.97E-04,3.84E-04,7.70E-04,,,0,0.12,20,373.53,0,,0.02,257.2,4.00E-03,1.10E-03,6.73E-02,5.97E-04,3.84E-04,7.70E-04,0.03,259.89,1.15E-05,1.84E-06,5.479042986,5.84E-04,8.72E-05,0.000760028,0.499948034,-0.499999877,0.499999785
1295,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,1wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus calyciflorus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.00E-04,Alternate species mass,1,m^3 per pred per day,1300,200,0.04,200.63,2.24E-04,4.63E-05,1.62E-03,4.00E-03,1.56E-03,6.23E-03,,,0,0.06,20,27.38,0,,0.04,200.63,2.24E-04,4.63E-05,1.62E-03,4.00E-03,1.56E-03,6.23E-03,0.05,203.25,4.06E-07,5.04E-08,0.360952083,3.83E-03,1.27E-09,0.006270871,0.499930305,-0.5,0.499999975
1296,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,2wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus calyciflorus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.00E-04,Alternate species mass,1,m^3 per pred per day,1301,200,0.67,205.4,4.44E-04,2.96E-04,8.04E-04,7.64E-04,6.22E-04,8.93E-04,,,0,0.29,20,552.03,0,,0.67,205.4,4.44E-04,2.96E-04,8.04E-04,7.64E-04,6.22E-04,8.93E-04,0.69,207.34,4.18E-03,2.68E-07,0.788713343,0.000691764,0.000223884,0.000942413,-0.151655858,-0.499999741,0.499999967
1297,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,3wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus calyciflorus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.00E-04,Alternate species mass,1,m^3 per pred per day,1302,200,0.7,211,7.70E-04,5.43E-04,1.22E-03,5.79E-04,5.11E-04,6.55E-04,,,0,0.26,20,708.02,0,,0.7,211,7.70E-04,5.43E-04,1.22E-03,5.79E-04,5.11E-04,6.55E-04,0.73,211.91,7.10E-07,3.91E-07,0.913063067,0.00062792,0.000378178,0.000692812,0.499991603,-0.499997307,0.499999989
1298,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,4wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus calyciflorus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.00E-04,Alternate species mass,1,m^3 per pred per day,1303,200,0.49,214.48,8.39E-04,5.27E-04,1.64E-03,6.87E-04,5.48E-04,8.36E-04,,,0,0.22,20,552.24,0,,0.49,214.48,8.39E-04,5.27E-04,1.64E-03,6.87E-04,5.48E-04,8.36E-04,0.55,214.78,7.88E-01,0.00296559,1.481808293,0.000438977,0.000208502,0.000747808,-0.499998497,-0.499999873,-0.081952984
1299,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,5wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus calyciflorus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.00E-04,Alternate species mass,1,m^3 per pred per day,1304,200,0.74,206.68,1.14E-03,8.79E-04,1.73E-03,5.25E-04,4.75E-04,5.87E-04,,,0,0.22,20,644.71,0,,0.74,206.68,1.14E-03,8.79E-04,1.73E-03,5.25E-04,4.75E-04,5.87E-04,0.76,207.67,1.19E-06,6.39E-07,0.811000536,0.00056214,0.000426756,0.000618383,0.477310203,-0.474966296,0.49999998
1300,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,1wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus havanaensis,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.40E-03,Original species length,1,m^3 per pred per day,1305,200,0.22,260.98,1.62E-04,7.92E-05,1.20E-03,4.83E-04,4.20E-11,1.71E-03,,,0,0.49,20,845.1,0,,0.22,260.98,1.62E-04,7.92E-05,1.20E-03,4.83E-04,4.20E-11,1.71E-03,0.23,263.39,6.68E-07,3.61E-08,0.359159988,3.91E-04,2.34E-14,0.001806837,0.425533417,-0.499999977,0.499999984
1301,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,2wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus havanaensis,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.40E-03,Original species length,1,m^3 per pred per day,1306,200,0.45,245.53,3.46E-04,1.85E-04,9.47E-04,4.27E-04,1.64E-04,6.73E-04,,,0,0.41,20,1017.89,0,,0.45,245.53,3.46E-04,1.85E-04,9.47E-04,4.27E-04,1.64E-04,6.73E-04,0.49,246.68,3.21E-01,4.19E-07,0.818612271,3.68E-05,1.75E-11,0.000569437,-0.482781766,-0.5,0.499996328
1302,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,3wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus havanaensis,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.40E-03,Original species length,1,m^3 per pred per day,1307,200,0.68,247.44,1.24E-03,9.00E-04,1.67E-03,2.74E-04,2.27E-04,3.16E-04,,,0,0.32,20,1777.29,0,,0.68,247.44,1.24E-03,9.00E-04,1.67E-03,2.74E-04,2.27E-04,3.16E-04,0.7,248.69,9.50E-07,6.78E-07,1.107297665,0.000304455,0.000121732,0.000350772,0.499999793,-0.499995775,0.49999999
1303,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,4wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus havanaensis,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.40E-03,Original species length,1,m^3 per pred per day,1308,200,0.89,307.21,1.09E-03,9.26E-04,1.35E-03,1.77E-04,1.61E-04,1.93E-04,,,0,0.41,25,3268.82,0,,0.89,307.21,1.09E-03,9.26E-04,1.35E-03,1.77E-04,1.61E-04,1.93E-04,0.9,308.32,1.02E-04,5.84E-07,0.182735681,0.000188644,0.000135162,0.000207829,0.156444202,-0.339960644,0.499999918
1304,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,5wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus havanaensis,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,2.40E-03,Original species length,1,m^3 per pred per day,1309,200,0.95,306.77,1.01E-03,8.82E-04,1.20E-03,1.18E-04,1.08E-04,1.28E-04,,,0,0.5,25,5142.65,0,,0.95,306.77,1.01E-03,8.82E-04,1.20E-03,1.18E-04,1.08E-04,1.28E-04,0.95,308.68,4.93E-04,1.10E-05,0.030591231,1.21E-04,8.85E-05,0.000138925,0.050822802,-0.230550885,0.297281684
1305,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,1wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus patulus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,1,m^3 per pred per day,1310,200,0.55,203.91,1.93E-04,9.74E-05,4.90E-04,1.10E-03,7.32E-04,1.54E-03,,,0,0.36,20,399.07,0,,0.55,203.91,1.93E-04,9.74E-05,4.90E-04,1.10E-03,7.32E-04,1.54E-03,0.56,206,1.81E-05,9.06E-08,0.471038801,1.14E-03,2.36E-10,0.001523453,0.153077798,-0.499999996,0.499999991
1306,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,2wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus patulus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,1,m^3 per pred per day,1311,200,0.75,210.07,9.51E-04,6.91E-04,1.33E-03,5.19E-04,4.61E-04,5.75E-04,,,0,0.25,20,730.98,0,,0.75,210.07,9.51E-04,6.91E-04,1.33E-03,5.19E-04,4.61E-04,5.75E-04,0.78,210.97,7.66E-07,4.98E-07,0.022984559,0.00056819,0.000455048,0.000613364,0.499999778,-0.218032068,0.499999983
1307,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,3wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus patulus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,1,m^3 per pred per day,1312,200,0.52,214.87,3.00E-03,2.13E-03,4.73E-03,4.49E-04,4.17E-04,4.74E-04,,,0,0.13,20,555.03,0,,0.52,214.87,3.00E-03,2.13E-03,4.73E-03,4.49E-04,4.17E-04,4.74E-04,0.54,216.1,2.42E-06,1.62E-06,2.877946224,0.000462702,0.000384149,0.000486659,0.499999871,-0.499999346,0.499999983
1308,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,4wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus patulus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,1,m^3 per pred per day,1313,200,0.78,210.05,2.16E-03,1.69E-03,2.95E-03,3.78E-04,3.55E-04,4.00E-04,,,0,0.18,20,839.8,0,,0.78,210.05,2.16E-03,1.69E-03,2.95E-03,3.78E-04,3.55E-04,4.00E-04,0.81,208.94,1.61E-06,1.22E-06,0.036316851,0.00040122,0.000365769,0.000421971,0.499999939,-0.20338248,0.499999992
1309,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,5wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus patulus,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,1,m^3 per pred per day,1314,200,0.85,212.39,1.76E-03,1.44E-03,2.37E-03,3.29E-04,3.06E-04,3.54E-04,,,0,0.22,20,1048.77,0,,0.85,212.39,1.76E-03,1.44E-03,2.37E-03,3.29E-04,3.06E-04,3.54E-04,0.86,213.46,3.07E-06,1.04E-06,0.037392929,0.000352512,0.00031011,0.000375468,0.44513196,-0.188483963,0.499999986
1310,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,1wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus rubens,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,2,m^3 per pred per day,1315,200,0.44,206.39,1.57E-04,8.13E-05,6.35E-04,1.34E-03,7.32E-04,1.97E-03,,,0,0.39,20,377.23,0,,0.44,206.39,1.57E-04,8.13E-05,6.35E-04,1.34E-03,7.32E-04,1.97E-03,0.46,208.35,6.09E-07,6.96E-08,0.453756388,1.43E-03,3.17E-10,0.001937023,0.384650012,-0.49999994,0.499999993
1311,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,2wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus rubens,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,2,m^3 per pred per day,1316,200,0.87,203.85,9.82E-05,7.66E-05,1.62E-04,2.20E-04,2.45E-11,5.12E-04,,,0,0.7,20,942.43,0,,0.87,203.85,9.82E-05,7.66E-05,1.62E-04,2.20E-04,2.45E-11,5.12E-04,0.87,206.04,9.69E-05,5.23E-08,0.043948927,1.74E-04,1.72E-12,0.000647887,-0.006530794,-0.384364055,0.499997419
1312,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,3wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus rubens,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,2,m^3 per pred per day,1317,200,0.43,214.77,4.99E-04,2.69E-04,1.72E-03,8.80E-04,5.66E-04,1.11E-03,,,0,0.26,20,473.11,0,,0.43,214.77,4.99E-04,2.69E-04,1.72E-03,8.80E-04,5.66E-04,1.11E-03,0.48,215.57,0.492007211,0.000777359,1.4454191,5.23E-04,4.26E-08,0.001005052,-0.499996598,-0.5,-0.015328926
1313,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,4wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus rubens,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,2,m^3 per pred per day,1318,200,0.58,212.54,7.06E-04,4.69E-04,1.20E-03,6.74E-04,5.88E-04,7.70E-04,,,0,0.24,20,593.33,0,,0.58,212.54,7.06E-04,4.69E-04,1.20E-03,6.74E-04,5.88E-04,7.70E-04,0.62,213.26,6.83E-01,9.78E-07,1.110248812,0.000437706,0.000239673,0.000745251,-0.499990247,-0.499999678,0.499995561
1314,Alanis et al 2009 BRAZ ARCH BIOL & TECH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Characiformes,Moenkhausia sanctaefilomenae,5wk old larva,3,Metazoan,Invertebrate,Rotifer,Brachionidae,Rotifer,Brachionus rubens,,2,Mean,1,N,6,23,,1,,2.50E+01,,,,1.50E-04,Alternate species mass,2,m^3 per pred per day,1319,200,0.63,211.31,1.21E-03,8.77E-04,2.16E-03,5.65E-04,5.03E-04,6.29E-04,,,0,0.19,20,613.51,0,,0.63,211.31,1.21E-03,8.77E-04,2.16E-03,5.65E-04,5.03E-04,6.29E-04,0.64,213.06,3.77E-05,6.33E-07,1.795219101,0.00058006,0.000373433,0.000661057,0.242394847,-0.499999703,0.499999979
1315,Ware 1972 J FISH RES BOARD CAN,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus mykiss,Wild caught,,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Crangonyx richmondensis,,,Raw data,1,N,48,10,,1,,2.27E+05,3.71E+04,Original species length,3,5.20E+00,Original species mass,2,m^3 per pred per day,1320,200,0.61,673.08,4.17E+02,2.98E+02,5.77E+02,1.31E-05,9.53E-06,1.61E-05,,,7131.23,0.46,36,70179.35,0,,0.61,673.08,4.17E+02,2.98E+02,5.77E+02,1.31E-05,9.53E-06,1.61E-05,0.62,675.12,417.866843,1.184320746,107255.999,1.29E-05,5.81E-06,1.67E-05,0.000452919,-0.499998383,0.499999739
1316,Ryer et al 2002 CJFAS,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Gadiformes,Gadus chalcogrammus,Juvenile,,Metazoan,Invertebrate,Crustacean,Branchiopod,Shrimp,Artemia spp.,,,Mean,1,N,19,11,,5,,9.30E+04,3.26E+03,Original species length,Species,6.42E-01,Original length,1,m^3 per pred per day,1321,200,0.81,672.73,3.71E-01,3.18E-01,6.13E-01,1.78E-11,4.68E-13,3.29E-05,,,5084.74,0.9,44,12866.82,0,,0.81,672.73,3.71E-01,3.18E-01,6.13E-01,1.78E-11,4.68E-13,3.29E-05,0.81,672.86,0.184188924,0.004133804,3.388007781,2.37E-14,2.34E-14,4.98E-05,0.074699368,-0.221511186,0.499999143
1317,Ryer et al 2002 CJFAS,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Scorpaeniformes,Anoplopoma fimbria,Juvenile,,Metazoan,Invertebrate,Crustacean,Branchiopod,Shrimp,Artemia spp.,,,Mean,1,N,19,11,,5,,9.30E+04,5.05E+03,Original species length,2,6.42E-01,Original length,1,m^3 per pred per day,1322,200,0.73,566.35,9.71E-01,5.63E-01,1.80E+00,1.76E-05,3.33E-11,2.97E-05,,,7869.42,0.77,34,23518.02,0,,0.73,566.35,9.71E-01,5.63E-01,1.80E+00,1.76E-05,3.33E-11,2.97E-05,0.75,566.71,15.40034043,0.011729136,93.21969652,3.53E-12,2.34E-14,3.05E-05,-0.279037306,-0.433268258,0.499999139
1318,Murray et al 2013 ETHOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Rutilus rutilus,>1 year old,,,Non living food,Non living food,,fish-meal-based pellets,,pellets,,Mean,0,N,24,18,,3,,2.00E+04,2.05E+04,Original species mass,5,4.10E+00,,,m^3 per pred per day,1323,200,0.7,311.29,3.92E+01,2.50E+01,1.72E+02,4.30E-06,1.69E-13,9.79E-06,"pellets not prey, 75 pellets approx. 1.5% pred mass",,5000,0.66,15,104225.79,0,,0.7,311.29,3.92E+01,2.50E+01,1.72E+02,4.30E-06,1.69E-13,9.79E-06,0.71,313.69,1.01245766,0.069470256,31861.07649,5.28E-06,2.34E-14,1.01E-05,0.330149321,-0.499999883,0.49999998
1319,Murdoch et al 1975 ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Poecilia reticulata,,,Metazoan,Invertebrate,Insect,Diptera,flies,Drosophila spp.,Appendages and wings removed,,Mean,1,Y,,,,1,,7.50E+04,1.05E+02,Average species mass,15,9.38E-01,Average species mass,6,m^3 per pred per day,1324,200,0.42,563.78,2.53E+01,2.24E+01,2.83E+01,1.10E-10,5.13E-11,5.13E-10,,,111.71,0.98,44,2039.77,0,,0.42,563.78,2.53E+01,2.24E+01,2.83E+01,1.10E-10,5.13E-11,5.13E-10,0.46,562.89,2.07E-05,5.97E-06,0.041045508,0.000493468,1.42E-13,0.000665297,1.828317273,0.783724829,1.99999917
